,transfer_year,player_name,team_left,league_left,joined_team,joined_league,fee_in_pounds,transfermarkt_val,position,birth_year,transfer_age
41847,2012,Ola John,Twente FC,Eredivisie,Benfica,Liga NOS,10000000.0,2000000,Forward,1992,20
41848,2012,Luuk de Jong,Twente FC,Eredivisie,Bor. M'gladbach,Bundesliga,10000000.0,10000000,Forward,1990,22
41849,2012,Rodrigo Palacio,Genoa,Serie A,Inter,Serie A,9000000.0,10000000,Forward,1982,30
41850,2012,Asamoah Gyan,Sunderland,Premier League,Al-Ain FC,Pro-League,6000000.0,10000000,Forward,1986,26
41855,2012,Dimitar Berbatov,Man Utd,Premier League,Fulham,Premier League,4000000.0,10000000,Forward,1981,31
41857,2012,Eduardo Salvio,Atlético Madrid,LaLiga,Benfica,Liga NOS,9000000.0,9000000,Defender,1990,22
41858,2012,Manolo Gabbiadini,Atalanta,Serie A,Juventus,Serie A,9000000.0,4000000,Forward,1992,20
41859,2012,Goran Pandev,Inter,Serie A,SSC Napoli,Serie A,6000000.0,9000000,Forward,1983,29
41860,2012,Milos Krasic,Juventus,Serie A,Fenerbahce,Süper Lig,6000000.0,9000000,Defender,1985,27
41863,2012,Lucas Barrios,Bor. Dortmund,Bundesliga,GZ Evergrande,Super League,7000000.0,9000000,Forward,1985,27
41864,2012,Mattia Destro,Siena,Serie A,Genoa,Serie A,6000000.0,9000000,Forward,1991,21
41865,2012,Antonio Cassano,AC Milan,Serie A,Inter,Serie A,4000000.0,9000000,Forward,1982,30
41883,2012,Paddy Kenny,QPR,Premier League,Leeds,Championship,450000.0,900000,Goalkeeper,1978,34
41890,2012,Milan Bisevac,Paris SG,Ligue 1,Olympique Lyon,Ligue 1,2000000.0,5000000,Defender,1983,29
41894,2012,Kader Mangane,Stade Rennais,Ligue 1,Hilal,Professional League,2000000.0,4000000,Defender,1983,29
41897,2012,Daniel Congré,Toulouse,Ligue 1,Montpellier,Ligue 1,4000000.0,4000000,Defender,1985,27
41900,2012,Alexander Büttner,Vitesse,Eredivisie,Man Utd,Premier League,4000000.0,2000000,Defender,1989,23
41902,2012,Niklas Moisander,AZ Alkmaar,Eredivisie,Ajax,Eredivisie,3000000.0,4000000,Defender,1985,27
41903,2012,James Collins,Aston Villa,Premier League,West Ham,Premier League,2000000.0,4000000,Defender,1983,29
41904,2012,Kieran Richardson,Sunderland,Premier League,Fulham,Premier League,2000000.0,4000000,Defender,1985,27
41905,2012,Isaac Vorsah,TSG Hoffenheim,Bundesliga,RB Salzburg,Bundesliga,1000000.0,4000000,Defender,1988,24
41908,2012,Francesco Acerbi,Chievo Verona,Serie A,AC Milan,Serie A,3000000.0,4000000,Defender,1988,24
41909,2012,Sébastien Bassong,Spurs,Premier League,Norwich,Premier League,2000000.0,4000000,Defender,1986,26
41910,2012,Mattia Cassani,US Palermo,Serie A,Fiorentina,Serie A,2000000.0,4000000,Defender,1983,29
41911,2012,Michael Turner,Sunderland,Premier League,Norwich,Premier League,1000000.0,4000000,Defender,1984,28
41913,2012,Esteban Granero,Real Madrid,LaLiga,QPR,Premier League,7000000.0,6000000,Midfielder,1987,25
41914,2012,Valon Behrami,Fiorentina,Serie A,SSC Napoli,Serie A,7000000.0,7000000,Midfielder,1985,27
41915,2012,Miguel Veloso,Genoa,Serie A,Dynamo Kyiv,Premier Liga,6000000.0,7000000,Midfielder,1986,26
41916,2012,Charlie Adam,Liverpool,Premier League,Stoke City,Premier League,5000000.0,7000000,Midfielder,1986,26
41917,2012,Rasmus Elm,AZ Alkmaar,Eredivisie,CSKA Moscow,Premier Liga,5000000.0,7000000,Midfielder,1988,24
41918,2012,Lassana Diarra,Real Madrid,LaLiga,Anzhi,Premier Liga,4000000.0,7000000,Midfielder,1985,27
41919,2012,Mehmet Topal,Valencia,LaLiga,Fenerbahce,Süper Lig,4000000.0,7000000,Midfielder,1986,26
41922,2012,Sergio Canales,Real Madrid,LaLiga,Valencia,LaLiga,6000000.0,4000000,Midfielder,1991,21
41923,2012,Niko Kranjcar,Spurs,Premier League,Dynamo Kyiv,Premier Liga,6000000.0,6000000,Midfielder,1984,28
41925,2012,Yoan Gouffran,G. Bordeaux,Ligue 1,Newcastle,Premier League,1000000.0,6000000,Midfielder,1986,26
41930,2012,Renato Augusto,Bay. Leverkusen,Bundesliga,Corinthians,Série A,6000000.0,6000000,Midfielder,1988,24
41932,2012,Fernando Gago,Real Madrid,LaLiga,Valencia,LaLiga,3000000.0,5000000,Midfielder,1986,26
41934,2012,Ji-sung Park,Man Utd,Premier League,QPR,Premier League,2000000.0,5000000,Midfielder,1981,31
41937,2012,Mattia Destro,Genoa,Serie A,Siena,Serie A,1000000.0,9000000,Forward,1991,21
41941,2012,Salomón Rondón,Málaga CF,LaLiga,Rubin Kazan,Premier Liga,8000000.0,8000000,Forward,1989,23
41950,2012,Ivan Perisic,Bor. Dortmund,Bundesliga,VfL Wolfsburg,Bundesliga,7000000.0,6000000,Forward,1989,23
41953,2012,Scott Sinclair,Swansea,Premier League,Man City,Premier League,7000000.0,7000000,Forward,1989,23
41954,2012,Bas Dost,Heerenveen,Eredivisie,VfL Wolfsburg,Bundesliga,6000000.0,7000000,Forward,1989,23
41955,2012,Julian Schieber,VfB Stuttgart,Bundesliga,Bor. Dortmund,Bundesliga,4000000.0,7000000,Forward,1989,23
41956,2012,Jonathan Biabiany,Sampdoria,Serie A,Parma,Serie A,4000000.0,7000000,Defender,1988,24
41960,2012,Dusan Tadic,FC Groningen,Eredivisie,Twente FC,Eredivisie,4000000.0,6000000,Forward,1989,23
41961,2012,Eren Derdiyok,Bay. Leverkusen,Bundesliga,TSG Hoffenheim,Bundesliga,4000000.0,6000000,Forward,1988,24
41988,2012,Nenad Tomović,Genoa,Serie A,Fiorentina,Serie A,3000000.0,1000000,Defender,1987,25
41991,2012,Gabriel Silva,Granada CF,LaLiga,Udinese Calcio,Serie A,3000000.0,2000000,Defender,1991,21
41993,2012,David Abraham,Getafe,LaLiga,TSG Hoffenheim,Bundesliga,3000000.0,2000000,Defender,1986,26
41994,2012,Francesco Acerbi,AC Milan,Serie A,Genoa,Serie A,3000000.0,3000000,Defender,1988,24
41997,2012,Fabián Monzón,OGC Nice,Ligue 1,Olympique Lyon,Ligue 1,2000000.0,3000000,Defender,1987,25
41999,2012,Michaël Ciani,G. Bordeaux,Ligue 1,Lazio,Serie A,1000000.0,3000000,Defender,1984,28
42000,2012,Giandomenico Mesto,Genoa,Serie A,SSC Napoli,Serie A,1000000.0,3000000,Defender,1982,30
42012,2012,Petr Jiracek,VfL Wolfsburg,Bundesliga,Hamburger SV,Bundesliga,3000000.0,5000000,Midfielder,1986,26
42013,2012,Kim Källström,Olympique Lyon,Ligue 1,Spartak Moscow,Premier Liga,2000000.0,5000000,Midfielder,1982,30
42015,2012,Javi Márquez,Espanyol,LaLiga,RCD Mallorca,LaLiga,1000000.0,5000000,Midfielder,1986,26
42021,2012,Zdravko Kuzmanovic,VfB Stuttgart,Bundesliga,Inter,Serie A,1000000.0,4000000,Midfielder,1987,25
42028,2012,Hamit Altintop,Real Madrid,LaLiga,Galatasaray,Süper Lig,3000000.0,4000000,Midfield,1983,29
42029,2012,Alou Diarra,Marseille,Ligue 1,West Ham,Premier League,2000000.0,4000000,Midfielder,1981,31
42030,2012,Charles Kaboré,Marseille,Ligue 1,Kuban Krasnodar,Premier Liga,1000000.0,4000000,Midfielder,1988,24
42031,2012,Tim Cahill,Everton,Premier League,NY Red Bulls,MLS,1000000.0,4000000,Midfielder,1980,32
42033,2012,Theo Janssen,Ajax,Eredivisie,Vitesse,Eredivisie,495000.0,4000000,Midfielder,1981,31
42037,2012,Steven Pienaar,Spurs,Premier League,Everton,Premier League,5000000.0,6000000,Forward,1982,30
42039,2012,Luciano Narsingh,Heerenveen,Eredivisie,PSV Eindhoven,Eredivisie,3000000.0,6000000,Defender,1990,22
42040,2012,Oussama Assaidi,Heerenveen,Eredivisie,Liverpool,Premier League,3000000.0,6000000,Forward,1988,24
42041,2012,Arouna Koné,Levante,LaLiga,Wigan,Premier League,3000000.0,6000000,Forward,1984,28
42047,2012,Alessio Cerci,Fiorentina,Serie A,Torino,Serie A,6000000.0,5000000,Defender,1987,25
42048,2012,Alberto Paloschi,AC Milan,Serie A,Chievo Verona,Serie A,5000000.0,4000000,Forward,1990,22
42051,2012,Ciro Immobile,Juventus,Serie A,Genoa,Serie A,3000000.0,5000000,Forward,1990,22
42052,2012,Modibo Maïga,FC Sochaux,Ligue 1,West Ham,Premier League,5000000.0,4000000,Forward,1987,25
42053,2012,Gökhan Töre,Hamburger SV,Bundesliga,Rubin Kazan,Premier Liga,5000000.0,4000000,Defender,1992,20
42054,2012,Luc Castaignos,Inter,Serie A,Twente FC,Eredivisie,5000000.0,4000000,Forward,1992,20
42057,2012,Anthony Mounier,OGC Nice,Ligue 1,Montpellier,Ligue 1,3000000.0,5000000,Forward,1987,25
42058,2012,Paolo Guerrero,Hamburger SV,Bundesliga,Corinthians,Série A,3000000.0,5000000,Forward,1984,28
42059,2012,Álvaro Vázquez,Espanyol,LaLiga,Getafe,LaLiga,2000000.0,5000000,Forward,1991,21
42089,2012,Andrea Rossi,Siena,Serie A,Parma,Serie A,3000000.0,270000,Defender,1987,25
42093,2012,Gil,Valenciennes FC,Ligue 1,Corinthians,Série A,3000000.0,3000000,Defender,1987,25
42098,2012,Emanuel Pogatetz,Hannover 96,Bundesliga,VfL Wolfsburg,Bundesliga,2000000.0,3000000,Defender,1983,29
42099,2012,Chico,Genoa,Serie A,Swansea,Premier League,2000000.0,3000000,Defender,1987,25
42100,2012,Michele Canini,Cagliari Calcio,Serie A,Genoa,Serie A,2000000.0,3000000,Defender,1985,27
42103,2012,Michele Canini,Genoa,Serie A,Atalanta,Serie A,900000.0,3000000,Defender,1985,27
42104,2012,Vadim Demidov,Real Sociedad,LaLiga,E. Frankfurt,Bundesliga,450000.0,3000000,Defender,1987,25
42122,2012,Samba Diakité,AS Nancy,Ligue 1,QPR,Premier League,3000000.0,4000000,Midfielder,1989,23
42126,2012,Arnold Mvuemba,FC Lorient,Ligue 1,Olympique Lyon,Ligue 1,2000000.0,4000000,Midfielder,1985,27
42127,2012,Paulo Machado,Toulouse,Ligue 1,Olympiacos,Super League,2000000.0,4000000,Midfielder,1986,26
42132,2012,Michu,Rayo Vallecano,LaLiga,Swansea,Premier League,2000000.0,5000000,Forward,1986,26
42142,2012,Danny Graham,Swansea,Premier League,Sunderland,Premier League,5000000.0,3000000,Forward,1985,27
42144,2012,Eljero Elia,Juventus,Serie A,Werder Bremen,Bundesliga,4000000.0,4000000,Forward,1987,25
42146,2012,Germán Denis,Udinese Calcio,Serie A,Atalanta,Serie A,4000000.0,4000000,Forward,1981,31
42153,2012,Marko Livaja,Inter,Serie A,Atalanta,Serie A,4000000.0,1000000,Forward,1993,19
42156,2012,Richmond Boakye,Genoa,Serie A,Juventus,Serie A,3000000.0,4000000,Forward,1993,19
42197,2012,Jérémy Pied,Olympique Lyon,Ligue 1,OGC Nice,Ligue 1,2000000.0,1000000,Defender,1989,23
42199,2012,Cristian Zaccardo,Parma,Serie A,AC Milan,Serie A,2000000.0,2000000,Defender,1982,30
42203,2012,Gordon Schildenfeld,E. Frankfurt,Bundesliga,Dynamo Moscow,Premier Liga,1000000.0,2000000,Defender,1985,27
42204,2012,Francisco Rodríguez,VfB Stuttgart,Bundesliga,América,Liga MX Clausura,1000000.0,2000000,Defender,1982,30
42215,2012,Sadio Diallo,SC Bastia,Ligue 1,Stade Rennais,Ligue 1,3000000.0,2000000,Midfielder,1991,21
42222,2012,Zakaria Labyad,PSV Eindhoven,Eredivisie,Sporting CP,Liga NOS,810000.0,3000000,Midfielder,1993,19
42223,2012,Emre Belözoglu,Atlético Madrid,LaLiga,Fenerbahce,Süper Lig,315000.0,3000000,Midfielder,1980,32
42224,2012,Michele Pazienza,Juventus,Serie A,Bologna,Serie A,270000.0,3000000,Midfielder,1982,30
42231,2012,Bakary Sako,Saint-Étienne,Ligue 1,Wolves,Championship,3000000.0,4000000,Forward,1988,24
42233,2012,Ashkan Dejagah,VfL Wolfsburg,Bundesliga,Fulham,Premier League,2000000.0,4000000,Defender,1986,26
42235,2012,Guillaume Hoarau,Paris SG,Ligue 1,DL Aerbin,Super League,1000000.0,4000000,Forward,1984,28
42236,2012,Giovani dos Santos,Spurs,Premier League,RCD Mallorca,LaLiga,900000.0,4000000,Forward,1989,23
42252,2012,Chinedu Obasi,TSG Hoffenheim,Bundesliga,FC Schalke 04,Bundesliga,3000000.0,4000000,Forward,1986,26
42253,2012,Emmanuel Rivière,Toulouse,Ligue 1,Monaco,Ligue 2,3000000.0,4000000,Forward,1990,22
42275,2012,David Button,Spurs,Premier League,Charlton,Championship,567000.0,-1,Goalkeeper,1989,23
42280,2012,Damien Perquis,FC Sochaux,Ligue 1,Real Betis,LaLiga,675000.0,2000000,Defender,1984,28
42303,2012,Maya Yoshida,VVV-Venlo,Eredivisie,Southampton,Premier League,2000000.0,1000000,Defender,1988,24
42309,2012,Michael Bradley,Chievo Verona,Serie A,AS Roma,Serie A,3000000.0,3000000,Midfielder,1987,25
42311,2012,Karim El Ahmadi,Feyenoord,Eredivisie,Aston Villa,Premier League,2000000.0,3000000,Midfielder,1985,27
42315,2012,Eugen Polanski,1.FSV Mainz 05,Bundesliga,TSG Hoffenheim,Bundesliga,2000000.0,3000000,Midfielder,1986,26
42316,2012,Alaixys Romao,FC Lorient,Ligue 1,Marseille,Ligue 1,1000000.0,3000000,Midfielder,1984,28
42320,2012,Cristian Riveros,Sunderland,Premier League,Kayserispor,Süper Lig,270000.0,3000000,Midfielder,1983,29
42329,2012,Dirk Kuyt,Liverpool,Premier League,Fenerbahce,Süper Lig,900000.0,4000000,Defender,1980,32
42346,2012,Ibrahima Balde,CA Osasuna,LaLiga,Kuban Krasnodar,Premier Liga,3000000.0,2000000,Forward,1989,23
42347,2012,Jirès Kembo Ekoko,Stade Rennais,Ligue 1,Al-Ain FC,Pro-League,3000000.0,3000000,Forward,1988,24
42349,2012,Mauricio Pinilla,US Palermo,Serie A,Cagliari Calcio,Serie A,2000000.0,3000000,Forward,1984,28
42351,2012,Aritz Aduriz,Valencia,LaLiga,Athletic,LaLiga,2000000.0,3000000,Forward,1981,31
42382,2012,Djibril Sidibé,Troyes,Ligue 1,LOSC Lille,Ligue 1,2000000.0,1000000,Defender,1992,20
42383,2012,Georg Margreitter,Austria Vienna,Bundesliga,Wolves,Championship,2000000.0,990000,Defender,1989,23
42384,2012,Massadio Haidara,AS Nancy,Ligue 1,Newcastle,Premier League,2000000.0,1000000,Defender,1993,19
42387,2012,Bram Nuytinck,NEC Nijmegen,Eredivisie,RSC Anderlecht,Jupiler Pro League,1000000.0,2000000,Defender,1990,22
42388,2012,Cata Díaz,Getafe,LaLiga,Atlético Madrid,LaLiga,900000.0,2000000,Defender,1979,33
42396,2012,Marvin Compper,TSG Hoffenheim,Bundesliga,Fiorentina,Serie A,180000.0,2000000,Defender,1985,27
42400,2012,Manuel Coppola,Parma,Serie A,Siena,Serie A,2000000.0,225000,Midfielder,1982,30
42404,2012,Thierry Doubai,Udinese Calcio,Serie A,FC Sochaux,Ligue 1,2000000.0,1000000,Midfielder,1988,24
42411,2012,Apoño,Málaga CF,LaLiga,Real Zaragoza,LaLiga,900000.0,2000000,Midfielder,1984,28
42413,2012,Javad Nekounam,CA Osasuna,LaLiga,Esteghlal FC ,Persian Gulf Pro League,630000.0,2000000,Midfielder,1980,32
42414,2012,Xavi Torres,Levante,LaLiga,Getafe,LaLiga,450000.0,2000000,Midfielder,1987,25
42415,2012,Xavi Torres,Málaga CF,LaLiga,Levante,LaLiga,270000.0,2000000,Midfielder,1987,25
42433,2012,Leon Best,Newcastle,Premier League,Blackburn,Championship,3000000.0,2000000,Forward,1986,26
42437,2012,Barreto,Udinese Calcio,Serie A,Torino,Serie A,3000000.0,1000000,Forward,1985,27
42439,2012,Ishak Belfodil,Olympique Lyon,Ligue 1,Parma,Serie A,3000000.0,2000000,Forward,1992,20
42441,2012,Razak Boukari,Stade Rennais,Ligue 1,Wolves,Championship,3000000.0,3000000,Defender,1987,25
42443,2012,Florian Thauvin,SC Bastia,Ligue 1,LOSC Lille,Ligue 1,3000000.0,2000000,Defender,1993,19
42444,2012,Robert Acquafresca,Genoa,Serie A,Bologna,Serie A,2000000.0,3000000,Forward,1987,25
42445,2012,Nicky Maynard,West Ham,Premier League,Cardiff,Championship,2000000.0,3000000,Forward,1987,25
42446,2012,Obafemi Martins,Levante,LaLiga,Sounders FC	,MLS,2000000.0,3000000,Forward,1985,27
42452,2012,Fabian Giefer,Bay. Leverkusen,Bundesliga,F. Düsseldorf,Bundesliga,360000.0,450000,Goalkeeper,1990,22
42493,2012,Matteo Darmian,US Palermo,Serie A,Torino,Serie A,2000000.0,810000,Defender,1990,22
42519,2012,Kafoumba Coulibaly,OGC Nice,Ligue 1,Kasimpasa,Süper Lig,1000000.0,2000000,Midfielder,1986,26
42522,2012,Vladimir Weiss,Man City,Premier League,Pescara,Serie A,1000000.0,3000000,Forward,1990,22
42524,2012,Kalu Uche,Espanyol,LaLiga,Kasimpasa,Süper Lig,1000000.0,3000000,Forward,1983,29
42525,2012,Fraizer Campbell,Sunderland,Premier League,Cardiff,Championship,698000.0,3000000,Forward,1987,25
42542,2012,Pablo González,US Palermo,Serie A,Novara,Serie B,2000000.0,990000,Defender,1985,27
42544,2012,Aras Özbiliz,Ajax,Eredivisie,Kuban Krasnodar,Premier Liga,2000000.0,540000,Defender,1990,22
42581,2012,Stephen Kelly,Fulham,Premier League,Reading,Premier League,1000000.0,1000000,Defender,1983,29
42583,2012,Salif Sané,G. Bordeaux,Ligue 1,AS Nancy,Ligue 1,1000000.0,1000000,Defender,1990,22
42594,2012,Alessandro Gazzi,Siena,Serie A,Torino,Serie A,2000000.0,1000000,Midfielder,1983,29
42598,2012,Panagiotis Tachtsidis,Genoa,Serie A,AS Roma,Serie A,2000000.0,1000000,Midfielder,1991,21
42601,2012,Tongo Doumbia,Stade Rennais,Ligue 1,Wolves,Championship,2000000.0,1000000,Midfielder,1989,23
42603,2012,Afriyie Acquah,US Palermo,Serie A,TSG Hoffenheim,Bundesliga,2000000.0,1000000,Midfielder,1992,20
42609,2012,Andrea Bertolacci,AS Roma,Serie A,Genoa,Serie A,1000000.0,2000000,Midfielder,1991,21
42610,2012,Timo Gebhart,VfB Stuttgart,Bundesliga,1.FC Nuremberg,Bundesliga,900000.0,2000000,Midfielder,1989,23
42611,2012,Carl Medjani,AC Ajaccio,Ligue 1,Monaco,Ligue 2,900000.0,2000000,Midfielder,1985,27
42612,2012,Jens Toornstra,ADO Den Haag,Eredivisie,FC Utrecht,Eredivisie,855000.0,2000000,Midfielder,1989,23
42613,2012,Leandro Greco,AS Roma,Serie A,Olympiacos,Super League,765000.0,2000000,Midfielder,1986,26
42618,2012,Aras Özbiliz,Ajax,Eredivisie,Kuban Krasnodar,Premier Liga,2000000.0,540000,Defender,1990,22
42620,2012,Pablo González,US Palermo,Serie A,Novara,Serie B,2000000.0,990000,Defender,1985,27
42621,2012,Peniel Mlapa,TSG Hoffenheim,Bundesliga,Bor. M'gladbach,Bundesliga,2000000.0,2000000,Forward,1991,21
42623,2012,Yohan Mollo,Granada CF,LaLiga,AS Nancy,Ligue 1,1000000.0,2000000,Forward,1989,23
42628,2012,Fabián Orellana,Granada CF,LaLiga,Celta de Vigo,LaLiga,1000000.0,2000000,Defender,1986,26
42781,2012,Diego Buonanotte,Málaga CF,LaLiga,Granada CF,LaLiga,2000000.0,1000000,Midfielder,1988,24
42783,2012,Alexander Tettey,Stade Rennais,Ligue 1,Norwich,Premier League,1000000.0,2000000,Midfielder,1986,26
42785,2012,Foued Kadir,Valenciennes FC,Ligue 1,Marseille,Ligue 1,450000.0,2000000,Midfielder,1984,28
42817,2012,Mohamed Salah,El Mokawloon,Premier League,FC Basel,Super League,2000000.0,1000000,Defender,1992,20
42821,2012,Simon Cox,West Brom,Premier League,Nottm Forest,Championship,2000000.0,1000000,Forward,1987,25
42858,2012,Robbert Schilder,NAC Breda,Eredivisie,Twente FC,Eredivisie,810000.0,1000000,Defender,1986,26
42859,2012,Bamba Anderson,Bor. M'gladbach,Bundesliga,E. Frankfurt,Bundesliga,720000.0,1000000,Defender,1988,24
42860,2012,Carlos Zambrano,FC Schalke 04,Bundesliga,FC St. Pauli,2. Bundesliga,675000.0,1000000,Defender,1989,23
42862,2012,Georgios Tzavellas,E. Frankfurt,Bundesliga,Monaco,Ligue 2,225000.0,1000000,Defender,1988,24
42876,2012,Dickson Etuhu,Fulham,Premier League,Blackburn,Championship,1000000.0,1000000,Midfielder,1982,30
42884,2012,Andrew Crofts,Norwich,Premier League,Brighton,Championship,342000.0,1000000,Midfielder,1984,28
42886,2012,Willie Overtoom,Heracles Almelo,Eredivisie,AZ Alkmaar,Eredivisie,270000.0,1000000,Midfielder,1986,26
42898,2012,Sami Allagui,1.FSV Mainz 05,Bundesliga,Hertha BSC,2. Bundesliga,1000000.0,2000000,Forward,1986,26
42900,2012,Eden Ben Basat,Stade Brest 29,Ligue 1,Toulouse,Ligue 1,900000.0,2000000,Forward,1986,26
42901,2012,Youssouf Hadji,Stade Rennais,Ligue 1,Al-Arabi SC,Stars League,900000.0,2000000,Forward,1980,32
42911,2012,Andrea Caracciolo,Genoa,Serie A,Brescia,Serie B,180000.0,2000000,Forward,1981,31
42947,2012,Ahmed Hegazy,Ismaily,Premier League,Fiorentina,Serie A,1000000.0,1000000,Defender,1991,21
42948,2012,Luca Rossettini,Siena,Serie A,Cagliari Calcio,Serie A,1000000.0,900000,Defender,1985,27
42958,2012,Steve von Bergen,Genoa,Serie A,US Palermo,Serie A,990000.0,1000000,Defender,1983,29
42961,2012,Matthew Connolly,QPR,Premier League,Cardiff,Championship,572000.0,1000000,Defender,1987,25
42963,2012,Bastian Oczipka,Bay. Leverkusen,Bundesliga,E. Frankfurt,Bundesliga,450000.0,1000000,Defender,1989,23
43041,2012,Ragnar Klavan,AZ Alkmaar,Eredivisie,FC Augsburg,Bundesliga,225000.0,1000000,Defender,1986,26
43072,2012,David Meyler,Sunderland,Premier League,Hull City,Championship,1000000.0,675000,Midfielder,1989,23
43073,2012,Daniele Dessena,Sampdoria,Serie A,Cagliari Calcio,Serie A,1000000.0,1000000,Midfielder,1987,25
43091,2012,Mirco Antenucci,Torino,Serie A,Catania,Serie A,990000.0,2000000,Forward,1984,28
43160,2012,Jan Morávek,FC Schalke 04,Bundesliga,FC Augsburg,Bundesliga,630000.0,1000000,Midfielder,1990,22
43162,2012,Ismail Aissati,Ajax,Eredivisie,Antalyaspor,Süper Lig,540000.0,1000000,Midfielder,1988,24
43174,2012,Davide Di Gennaro,AC Milan,Serie A,Spezia Calcio,Serie B,450000.0,1000000,Midfielder,1988,24
43185,2012,Ciprian Deac,FC Schalke 04,Bundesliga,CFR Cluj,Liga 1,630000.0,1000000,Defender,1986,26
43188,2012,Samuel Armenteros,Heracles Almelo,Eredivisie,RSC Anderlecht,Jupiler Pro League,450000.0,1000000,Forward,1990,22
43189,2012,Thomas Enevoldsen,FC Groningen,Eredivisie,KV Mechelen,Jupiler Pro League,248000.0,1000000,Forward,1987,25
43268,2012,Valerio Verre,AS Roma,Serie A,Genoa,Serie A,1000000.0,900000,Midfielder,1994,18
43315,2012,Matteo Contini,Real Zaragoza,LaLiga,Siena,Serie A,1000000.0,810000,Defender,1980,32
43332,2012,Ritchie De Laet,Man Utd,Premier League,Leicester,Championship,1000000.0,1000000,Defender,1989,23
43340,2012,Henri Lansbury,Arsenal,Premier League,Nottm Forest,Championship,1000000.0,1000000,Midfielder,1991,21
43345,2012,Lex Immers,ADO Den Haag,Eredivisie,Feyenoord,Eredivisie,720000.0,1000000,Midfielder,1986,26
43353,2012,Danny Holla,FC Groningen,Eredivisie,ADO Den Haag,Eredivisie,151000.0,1000000,Midfielder,1988,24
43371,2012,Sam Baldock,West Ham,Premier League,Bristol City,Championship,1000000.0,1000000,Forward,1989,23
43374,2012,Gianluca Caprari,AS Roma,Serie A,Pescara,Serie A,1000000.0,1000000,Forward,1993,19
43375,2012,Dejan Lekic,CA Osasuna,LaLiga,Genclerbirligi,Süper Lig,900000.0,1000000,Forward,1985,27
43380,2012,Amr Zaki,Zamalek,Premier League,Elazigspor ,Süper Lig,180000.0,1000000,Forward,1983,29
43381,2012,Leonardo,NAC Breda,Eredivisie,RB Salzburg,Bundesliga,90000.0,1000000,Forward,1983,29
43415,2012,Jukka Raitala,TSG Hoffenheim,Bundesliga,Heerenveen,Eredivisie,720000.0,1000000,Defender,1988,24
43512,2012,Matteo Contini,Siena,Serie A,Atalanta,Serie A,900000.0,450000,Defender,1980,32
43558,2012,Conor Sammon,Wigan,Premier League,Derby,Championship,1000000.0,675000,Forward,1987,25
43560,2012,Giammario Piscitella,AS Roma,Serie A,Genoa,Serie A,1000000.0,900000,Forward,1993,19
43561,2012,Cristian Pasquato,Juventus,Serie A,Udinese Calcio,Serie A,1000000.0,990000,Forward,1989,23
43562,2012,Darío Cvitanich,Ajax,Eredivisie,OGC Nice,Ligue 1,1000000.0,1000000,Forward,1984,28
43568,2012,Matteo Contini,Siena,Serie A,Atalanta,Serie A,900000.0,450000,Defender,1980,32
43571,2012,Loris Néry,Saint-Étienne,Ligue 1,Valenciennes FC,Ligue 1,720000.0,900000,Defender,1991,21
43575,2012,Danny Collins,Stoke City,Premier League,Nottm Forest,Championship,576000.0,900000,Defender,1980,32
43578,2012,Chris Löwe,Bor. Dortmund,Bundesliga,1.FC K'lautern,2. Bundesliga,450000.0,900000,Defender,1989,23
43582,2012,Tobias Levels,Bor. M'gladbach,Bundesliga,F. Düsseldorf,Bundesliga,180000.0,900000,Defender,1987,25
43604,2012,Franco Brienza,Siena,Serie A,US Palermo,Serie A,1000000.0,1000000,Midfielder,1979,33
43618,2012,Antonino Ragusa,Genoa,Serie A,Pescara,Serie A,1000000.0,990000,Forward,1990,22
43619,2012,Fernando Uribe,Chievo Verona,Serie A,Atl. Nacional,Liga Postobón II,1000000.0,540000,Forward,1988,24
43621,2012,Olivier Occéan,Greuther Fürth,Bundesliga,E. Frankfurt,Bundesliga,1000000.0,1000000,Forward,1982,30
43634,2012,Dimitar Rangelov,Bor. Dortmund,Bundesliga,FC Luzern,Super League,450000.0,1000000,Forward,1983,29
43635,2012,Adrian Stoian,AS Roma,Serie A,Chievo Verona,Serie A,450000.0,1000000,Forward,1991,21
43684,2012,Mounir Obbadi,Troyes,Ligue 1,Monaco,Ligue 2,1000000.0,1000000,Midfielder,1983,29
43688,2012,Adrian Stoian,AS Roma,Serie A,Bari,Serie B,270000.0,1000000,Forward,1991,21
43689,2012,Franck Dja Djédjé,OGC Nice,Ligue 1,Chornomorets,Premier Liga,270000.0,1000000,Defender,1986,26
43690,2012,Eran Zahavi,US Palermo,Serie A,M. Tel Aviv,Ligat ha'Al,225000.0,1000000,Forward,1987,25
43737,2012,Thanos Petsos,Bay. Leverkusen,Bundesliga,Greuther Fürth,Bundesliga,45000.0,1000000,Midfielder,1991,21
43826,2012,Migjen Basha,Atalanta,Serie A,Torino,Serie A,1000000.0,900000,Midfielder,1987,25
43879,2012,Francesco Valiani,Parma,Serie A,Siena,Serie A,90000.0,990000,Midfielder,1981,31
43889,2012,Andrea Gessa,Pescara,Serie A,Cesena,Serie B,900000.0,180000,Midfield,1980,32
43891,2012,Enzo Réale,Olympique Lyon,Ligue 1,FC Lorient,Ligue 1,900000.0,900000,Midfielder,1991,21
43894,2012,Franco Brienza,US Palermo,Serie A,Atalanta,Serie A,855000.0,900000,Midfielder,1979,33
